Título,Textos em Itálico
É #FAKE que vídeo mostre Caetano e Bethânia sambando sem máscara e em festa com aglomeração no réveillon de 2021,nenhum texto em itálico encontrado
É #FAKE que apresentadora Maju Coutinho foi fotografada em praia do Rio sem máscara durante o réveillon de 2021,nenhum texto em itálico encontrado
É #FAKE que CEO da Pfizer disse que não vai tomar a própria vacina,nenhum texto em itálico encontrado
É #FAKE que enfermeira morreu no Tennessee após tomar vacina contra Covid-19 e desmaiar em público,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Peru suspendeu testes com CoronaVac por problemas neurológicos em um voluntário,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre policial com cão 'plantando' droga em casa,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que imagens de primeira vacinada no Reino Unido foram feitas dois meses antes de serem divulgadas ao público,nenhum texto em itálico encontrado
É #FAKE que SP gastará para vacinar população do estado mais de 3 vezes o que governo federal estima gastar em todo o país,nenhum texto em itálico encontrado
É #FAKE post atribuído a Deltan Dallagnol com críticas a Maia,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Talíria Petrone disse em sessão da Câmara que policiais são pagos para morrer,nenhum texto em itálico encontrado
É #FAKE que imagem de caixas de cédulas prove fraude nas eleições dos EUA,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que pandemia do novo coronavírus é uma farsa e que se assemelha a uma temporada ruim de gripe,nenhum texto em itálico encontrado
É #FAKE que laboratório de Wuhan e Pfizer sejam de propriedade da farmacêutica Glaxo,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que PSOL contratou advogado para defender homem que matou PM na Baixada Fluminense,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre militantes petistas sendo marcados com ferro quente,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que máscaras podem causar quadro de acúmulo de água no pulmão,nenhum texto em itálico encontrado
É #FAKE que imagem mostre ferimentos causados pela vacina da Pfizer e da BioNTech em pés de voluntária nos EUA,nenhum texto em itálico encontrado
É #FAKE que vacina das farmacêuticas Pfizer e BioNTech para Covid-19 cause infertilidade em mulheres,nenhum texto em itálico encontrado
É #FAKE que ator Miguel Falabella morreu e em decorrência da Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE post atribuído a Freixo em defesa de homem que matou PM com tiro na cabeça no Rio,nenhum texto em itálico encontrado
É #FAKE que George Soros foi preso na Filadélfia acusado de interferir nas eleições presidenciais dos EUA,nenhum texto em itálico encontrado
É #FAKE imagem de Pelé em frente a túmulo com nome de Maradona,nenhum texto em itálico encontrado
É #FAKE que Joe Biden tenha dito que não quer ser apresentado a Jair Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que Lima Duarte fez anúncio de pílula que cura qualquer tipo de dor nas articulações,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE imagem que mostra ex-ministro Joaquim Barbosa rasgando exemplar da Constituição,nenhum texto em itálico encontrado
É #FAKE que imagem mostre fornos crematórios enviados da China para a Argentina por conta da adoção da CoronaVac no país,nenhum texto em itálico encontrado
É #FAKE que escovas de dentes de pacientes com a Covid-19 podem reter o coronavírus ativo e reinfectá-los,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que loja do Carrefour no Brasil foi destruída em um grande incêndio em protesto pelo assassinato de João Alberto,nenhum texto em itálico encontrado
É #FAKE que Boulos tenha dito que irá embora do país após sair derrotado em São Paulo,nenhum texto em itálico encontrado
É #FAKE que estado da Pensilvânia confirmou que houve fraude nas eleições dos EUA,nenhum texto em itálico encontrado
É #FAKE que Argentina e Venezuela adotem as mesmas urnas eletrônicas,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre ação da polícia contra passageiros sem máscara no metrô de Paris,nenhum texto em itálico encontrado
É #FAKE que transporte de urnas em Fortaleza aponte fraude eleitoral,nenhum texto em itálico encontrado
É #FAKE que cabos eleitorais de candidato em Manaus foram presos comprando votos,nenhum texto em itálico encontrado
É #FAKE que corpo em caçamba de lixo mostrado em vídeo seja do homem que fotografou Maradona no caixão,nenhum texto em itálico encontrado
"É #FAKE que vídeo mostra sumiço de seções eleitorais em Niterói, no RJ, e comprova fraude no pleito",nenhum texto em itálico encontrado
É #FAKE que Marcelo Crivella tenha ultrapassado Eduardo Paes em pesquisa eleitoral,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre MST destruindo estação de transmissão de energia no Amapá,nenhum texto em itálico encontrado
É #FAKE que TRE-RJ suspendeu resultado da eleição em Queimados,nenhum texto em itálico encontrado
É #FAKE que unidade do Carrefour onde João Alberto foi morto fechou após protestos antirracistas,nenhum texto em itálico encontrado
É #FAKE que pai de Guilherme Boulos seja dono de mansão desocupada na Vila Mariana,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que candidata a vereadora em Curitiba teve o dobro de votos, mas fraude alterou número conquistado",nenhum texto em itálico encontrado
É #FAKE que vídeo mostre votos de uma mesma zona eleitoral aparecendo de forma divergente no aplicativo do TSE e no boletim de urna,nenhum texto em itálico encontrado
É #FAKE que supercomputador do TSE é serviço de nuvem estrangeiro que abre brecha para fraude,nenhum texto em itálico encontrado
É #FAKE que imagem mostre madeira extraída ilegalmente por líder de ONG na Amazônia e apreendida pelo Exército,nenhum texto em itálico encontrado
É #FAKE que imagem mostre chefe da campanha de Joe Biden sendo preso por fraude eleitoral,nenhum texto em itálico encontrado
É #FAKE que 56 das 58 zonas eleitorais de São Paulo registraram resultado idêntico e que isso comprova fraude no 1º turno,nenhum texto em itálico encontrado
É #FAKE mensagem que fala em cidades pelo país com eleições anuladas por fraude nas urnas,nenhum texto em itálico encontrado
É #FAKE tuíte atribuído a Boulos que fala em obrigar quem tem quarto ocioso a receber morador de rua,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre multidão em protesto contra fraude eleitoral nos EUA e em favor de Donald Trump,nenhum texto em itálico encontrado
É #FAKE que vídeo prove que é possível fraudar urna eletrônica,nenhum texto em itálico encontrado
É #FAKE imagem que mostra vereadora em Palmas com mais de mil votos durante a apuração,nenhum texto em itálico encontrado
É #FAKE que parciais divulgadas durante a apuração da eleição em SP mostrem fraude na votação na cidade,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que máscaras têm baixa filtragem de vírus e fazem 'mais mal do que bem',nenhum texto em itálico encontrado
É #FAKE que vídeo mostre mulher sendo agredida na Baixada Fluminense após votar em um candidato e ser confrontada,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que médica foi entubada no Sul do país após tomar CoronaVac,nenhum texto em itálico encontrado
É #FAKE que invasão de sistemas do TSE prova fraude em urnas e manipulação de votos,nenhum texto em itálico encontrado
É #FAKE mensagem que diz ser possível alterar o voto caso mesário não entregue o comprovante ao eleitor,nenhum texto em itálico encontrado
É #FAKE imagem que mostra Doria usando máscara com bandeira da China,nenhum texto em itálico encontrado
É #FAKE lista com locais de votação em Porto Alegre nas eleições 2020,nenhum texto em itálico encontrado
É #FAKE que urnas eletrônicas brasileiras não são auditáveis,nenhum texto em itálico encontrado
É #FAKE que a empresa Smartmatic forneça urnas eletrônicas ou softwares para o Brasil,nenhum texto em itálico encontrado
É #FAKE que voto é facultativo nesta eleição para todos os eleitores com mais de 60 anos em razão da pandemia,nenhum texto em itálico encontrado
É #FAKE que Código Eleitoral permite que pessoas cometam crimes violentos e não sejam presas na véspera do pleito,nenhum texto em itálico encontrado
É #FAKE que mais de 500 mil votos em Trump tenham sido desviados para Biden na eleição dos EUA,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem Joe Biden assediando crianças,nenhum texto em itálico encontrado
É #FAKE que médicos alemães descobriram que mortes por coronavírus são causadas por uma bactéria e que a Covid-19 é amplificada pelo 5G,nenhum texto em itálico encontrado
É #FAKE que Lula comprou mansão de R$ 5 milhões na Bahia,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre cédulas com votos para Trump sendo queimadas nos EUA,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Joe Biden acusou juiz da Suprema Corte de abuso sexual,nenhum texto em itálico encontrado
É #FAKE que cédulas eleitorais com votos em Donald Trump foram jogadas no lixo e encontradas na rua no Kentucky,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que imagens mostrem vacinação obrigatória contra a Covid-19 no Peru,nenhum texto em itálico encontrado
É #FAKE mensagem com link de cadastro para votar em casa pelo celular,nenhum texto em itálico encontrado
É #FAKE que imagens mostrem caminhões descartando cédulas com votos em Donald Trump em local descampado,nenhum texto em itálico encontrado
É #FAKE que Suprema Corte nos EUA determinou que Guarda Nacional prenda mesários e funcionários dos Correios,nenhum texto em itálico encontrado
É #FAKE e-mail do TSE convocando para teste de voto pela internet,nenhum texto em itálico encontrado
É #FAKE que recontagem em condado de Michigan mostra virada de Trump no estado,nenhum texto em itálico encontrado
É #FAKE que foto mostre Bolsonaro jovem com uniforme do Exército abraçando outro militar,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que cédulas com votos para Trump foram encontradas enterradas no Arizona,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre mesários fraudando urnas nas eleições dos EUA,nenhum texto em itálico encontrado
É #FAKE que imagem mostre cédulas da eleição norte-americana descartadas em estrada,nenhum texto em itálico encontrado
É #FAKE que aba de site pornô entrou no ar inadvertidamente durante cobertura da eleição americana na CNN,nenhum texto em itálico encontrado
É #FAKE que houve recontagem de votos em Detroit e foi identificado um eleitor nascido em 1823,nenhum texto em itálico encontrado
É #FAKE que vacina para H1N1 distribuída no Brasil seja da empresa chinesa que produz a CoronaVac,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que em Wisconsin, nos EUA, houve mais votos nesta eleição do que o total registrado de eleitores",nenhum texto em itálico encontrado
É #FAKE que atual diretoria da Anvisa seja a mesma de governos do PT,nenhum texto em itálico encontrado
É #FAKE que ação do PSOL no STF quer obrigar escolas a adotar ideologia de gênero e instituir banheiros unissex,nenhum texto em itálico encontrado
É #FAKE que quem testar positivo para Covid-19 está proibido de votar,nenhum texto em itálico encontrado
É #FAKE que pessoas morreram em Singapura após testes com vacina chinesa contra o coronavírus,nenhum texto em itálico encontrado
É #FAKE que uso de máscara aumenta taxa de CO2 no cérebro e risco de trombose e altera flora da boca e do intestino,nenhum texto em itálico encontrado
É #FAKE que imagens mostrem protesto em Nápoles contra vacina chinesa,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem comícios de Trump e Biden na véspera da eleição americana,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE vídeo em que Maia xinga ministro Ricardo Salles,nenhum texto em itálico encontrado
É #FAKE que médico chinês morreu depois de tomar CoronaVac,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE mensagem no WhatsApp que promete vagas para CNH Social,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que fazer refeições quentes e comer ovo uma vez ao dia previnam a Covid-19,nenhum texto em itálico encontrado
É #FAKE que substâncias presentes em vacinas para a Covid-19 podem causar Alzheimer e fibromialgia,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que testes com vacinas para a Covid-19 tenham sido cancelados no Brasil por conta de mortes de voluntários,nenhum texto em itálico encontrado
É #FAKE que homem fumando e armado em vídeo seja o neto de Neguinho da Beija-Flor,nenhum texto em itálico encontrado
É #FAKE que candidata do PT à Prefeitura de Salvador disse que bandidos se armam por medo da população,nenhum texto em itálico encontrado
É #FAKE mensagem que fala em 'abono emergencial de Natal' de R$ 800,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que CoronaVac deixou mais de 2 mil mortos na China e um tetraplégico na Inglaterra,nenhum texto em itálico encontrado
É #FAKE que lei 14.019 determina que o uso de máscara não é mais obrigatório em todo o Brasil,nenhum texto em itálico encontrado
É #FAKE foto que mostra Manuela D'Ávila com tatuagens de Che Guevara e Lênin,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que software das urnas eleitorais pode ser manipulado por estrangeiros que detêm o código dos equipamentos,nenhum texto em itálico encontrado
É #FAKE processo de seleção para os Supermercados Guanabara que exige compra de apostila,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que TSE vai implementar voto pelo celular nas eleições de 2020,nenhum texto em itálico encontrado
É #FAKE que Doria disse que não vai permitir que os que não tomarem a CoronaVac passem a doença para os que tomarem,nenhum texto em itálico encontrado
É #FAKE que urna eletrônica teve lacre violado no DF na última eleição,nenhum texto em itálico encontrado
É #FAKE que foto mostre larva em morango capaz de provocar hepatite,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que voluntária que tomou CoronaVac tenha sido entubada em Barretos após choque anafilático,nenhum texto em itálico encontrado
É #FAKE que eleitor com menos de 60 anos não poderá votar das 7h às 10h,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE foto que mostra ministros do Supremo Tribunal Federal com toga vermelha,nenhum texto em itálico encontrado
É #FAKE que foto mostre shopping abandonado na Venezuela,nenhum texto em itálico encontrado
É #FAKE que telejornal do DF fez recomendação para pessoas não usarem mais máscara após sete meses de pandemia,nenhum texto em itálico encontrado
É #FAKE que aposentadoria de Celso de Mello seja por invalidez,nenhum texto em itálico encontrado
É #FAKE que Manuela D'Ávila fez peça de campanha no Dia das Crianças com foto de foice e martelo de brinquedo,nenhum texto em itálico encontrado
É #FAKE que foto mostre cruz LGBT no pescoço do Papa Francisco,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre criança colocando fogo em supermercado atacadista de Campo Grande,nenhum texto em itálico encontrado
É #FAKE que Russomanno votou contra Ficha Limpa,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que mesário voluntário perde direito a auxílio emergencial e a Bolsa Família,nenhum texto em itálico encontrado
É #FAKE que presença de outros vírus nos corpos de vítimas da Covid-19 significa que pode não ter havido nenhuma morte pela doença,nenhum texto em itálico encontrado
É #FAKE que denúncia de fraude em eleição de 2018 comprovou vitória de Bolsonaro no 1º turno,nenhum texto em itálico encontrado
É #FAKE que Chico Buarque fez texto 'A classe média está de partida',nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que apenas três países no mundo utilizam urnas eletrônicas,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Paraguai vetou urnas brasileiras nas eleições de 2020,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE imagem que mostra Papa Francisco fumando com Evo Morales,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Lula foi convidado a falar na ONU após repercussão de discurso de Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que Argentina é o segundo país com maior número de mortos por 100 mil pela Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que MPF descobriu depósitos de Jean Wyllys para defesa de Adélio Bispo,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que Freixo chamou traficante Elias Maluco, encontrado morto na prisão, de 'grande amigo e ídolo'",nenhum texto em itálico encontrado
É #FAKE que STF decidiu que voto em cédula de papel é inconstitucional,nenhum texto em itálico encontrado
É #FAKE que foto mostre escada rolante abandonada do Carrefour Usina,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE foto que mostra cartaz do PlayStation 5 com a frase 'Tudo bem ser branco',nenhum texto em itálico encontrado
É #FAKE que foto mostre índio provocando queimada criminosa no Cerrado em 2020,nenhum texto em itálico encontrado
É #FAKE que nenhum militar foi enviado para ajudar no combate ao fogo no Pantanal,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre trem no Japão a 4.800 km/h,nenhum texto em itálico encontrado
É #FAKE que governador João Doria vendeu empresas paulistas a chineses,nenhum texto em itálico encontrado
É #FAKE foto que mostra Caetano Veloso segurando camiseta com frase ofensiva ao presidente,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que governadora do Rio Grande do Norte determinou distanciamento de carros para conter propagação do coronavírus,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem incêndios florestais no Brasil em 2020,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre brigadistas do ICMBio provocando queimada criminosa em reserva no Pantanal,nenhum texto em itálico encontrado
É #FAKE que diretora de Jornalismo da Globo foi filiada ao PC do B e fez elogios a Che e Fidel em rede social,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que nenhum morador de rua morreu de Covid-19,nenhum texto em itálico encontrado
É #FAKE que três jovens morreram depois de tomar CoronaVaC,nenhum texto em itálico encontrado
É #FAKE que uso de máscara eleva inalação de dióxido de carbono para nível acima do suportado pelo organismo humano,nenhum texto em itálico encontrado
É #FAKE foto de banhista usando máscara de proteção contra o coronavírus durante mergulho,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que Argentina, Venezuela e Cuba não adotaram auxílio à população mais pobre durante a pandemia de Covid-19",nenhum texto em itálico encontrado
É #FAKE que kits de testes para Covid-19 foram comprados por países já em 2017,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre criatura andando no meio da rua em Ilhéus,nenhum texto em itálico encontrado
É #FAKE mensagem atribuída a Robert F. Kennedy Jr. sobre efeitos irreversíveis causados por vacinas contra Covid-19,nenhum texto em itálico encontrado
É #FAKE que foto mostre Maia ao lado de Pezão em festa no meio da pandemia,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que governo federal tem distribuído kits anti-Covid com medicamentos a estados e municípios,nenhum texto em itálico encontrado
É #FAKE vídeo que mostra barco em chamas com logo da campanha de Trump,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE teste que manda prender respiração para pessoa se certificar se tem Covid-19,nenhum texto em itálico encontrado
É #FAKE que EUA e China consideram cloroquina '100% eficiente' para curar a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Joe Biden dormiu durante entrevista ao vivo na TV,nenhum texto em itálico encontrado
É #FAKE que pesquisa revelou que só 6% das mortes atribuídas à Covid-19 nos Estados Unidos foram mesmo causadas pelo coronavírus,nenhum texto em itálico encontrado
É #FAKE que deputadas escreveram carta à ONU pedindo que estupradores não sejam denunciados,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que governo não pode obrigar pessoas a se vacinar contra Covid-19,nenhum texto em itálico encontrado
É #FAKE foto que mostra Obama beijando David Cameron,nenhum texto em itálico encontrado
É #FAKE que foto mostre coração de pessoa após uso prolongado de máscara contra a Covid-19,nenhum texto em itálico encontrado
É #FAKE que a Covid é um plano internacional de controle e redução da população lançado em 2020,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que jejum prolongado e banho frio previnam a Covid-19,nenhum texto em itálico encontrado
É #FAKE que foto de praia lotada no Rio publicada em jornal é antiga e foi retirada de arquivo,nenhum texto em itálico encontrado
É #FAKE que ministro que afastou Witzel é o mesmo que soltou Queiroz e interrompeu investigação de Flávio Bolsonaro,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que OMS pediu desculpas por erro, mudou posicionamento e agora recomenda hidroxicloroquina para tratar a Covid-19",nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre Flávio Dino no velório do pai sem máscara e sem cumprir distanciamento social,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que bandeira de Israel foi projetada em torre de Dubai para celebrar paz entre Israel e Emirados Árabes,nenhum texto em itálico encontrado
É #FAKE que O Globo escreveu que Heloísa é esposa de Flávio Bolsonaro,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE vídeo que mostra Lamborghini destruída por placa de concreto,nenhum texto em itálico encontrado
É #FAKE que Natal zerou pacientes com Covid-19 internados em CTIs graças a protocolo com medicamentos,nenhum texto em itálico encontrado
É #FAKE mensagem que fala que aviso de privacidade do WhatsApp instala vírus no celular,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre show de fogos de artifício das Olimpíadas de Tóquio,nenhum texto em itálico encontrado
É #FAKE que João de Deus disse que ministros do STF pediam dinheiro e garotas em lugares secretos,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que uso de máscara contra o coronavírus tem sido desencorajado pela OMS e por governos de outros países,nenhum texto em itálico encontrado
É #FAKE que foto mostre centenas de bicicletas dos Correios abandonadas em pátio,nenhum texto em itálico encontrado
É #FAKE que filha de Putin morreu após tomar dose de vacina russa contra Covid-19,nenhum texto em itálico encontrado
É #FAKE que repórter disse 'Vamos visitar sua filha na cadeia' antes de ser ameaçado por Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre filho e neta de Andrea Bocelli cantando música eternizada pelo tenor,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre filha do ator José de Abreu agredindo verbalmente funcionários de um quiosque no Rio,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que estudo feito em 2005 comprova eficácia da cloroquina contra a Covid-19,nenhum texto em itálico encontrado
É #FAKE que vídeos mostrem ação de traficantes em comunidade do Rio após decisão do STF,nenhum texto em itálico encontrado
É #FAKE mensagem que diz que iniciar o banho pela cabeça pode provocar ataque cardíaco,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que mistura de vinagre de maçã e alho cure a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre Doria em cadeira de rodas ao lado de pessoas sem máscara após pegar Covid-19,nenhum texto em itálico encontrado
É #FAKE que neurocientista britânico concluiu que maioria da população é imune ao coronavírus e que distanciamento social é inútil,nenhum texto em itálico encontrado
É #FAKE que jornalista da GloboNews chamou nordestino de 'pobre estúpido',nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que pesquisa da USP comprovou que pessoas confinadas são mais propensas a contrair o coronavírus,nenhum texto em itálico encontrado
É #FAKE que dados de cartórios provem que não houve 100 mil mortes por Covid-19 no Brasil,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem lesões causadas por infecção após uso de máscaras contra a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que termômetro infravermelho cause dano à glândula pineal,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que Camila Pitanga contraiu Covid-19, mas fingiu ter malária para tomar cloroquina",nenhum texto em itálico encontrado
É #FAKE que todos os atestados de óbitos de pacientes do SUS afirmem que causa mortis foi a Covid-19,nenhum texto em itálico encontrado
É #FAKE que foto mostre Doria recebendo vacina chinesa contra a Covid-19,nenhum texto em itálico encontrado
É #FAKE foto que mostra bandeira do Líbano refletida em pirâmides do Egito após explosão em Beirute,nenhum texto em itálico encontrado
É #FAKE que mortes por pneumonia e insuficiência respiratória têm sido todas registradas como sendo Covid-19,nenhum texto em itálico encontrado
É #FAKE vídeo que mostra míssil em explosão em Beirute,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre Pelotas usando sirene para impor toque de recolher em meio a lockdown,nenhum texto em itálico encontrado
É #FAKE que cidade de São Paulo não teve qualquer morte pela Covid-19 nos dias 4 e 5 de agosto,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem meninas grávidas no Afeganistão,nenhum texto em itálico encontrado
É #FAKE que Senegal usa cloroquina desde o primeiro caso e tem apenas cinco mortes por Covid-19,nenhum texto em itálico encontrado
É #FAKE que compras de produtos chineses caíram 78% no Brasil após boicote por conta da pandemia do coronavírus,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre monumento de Berlim lotado em manifestação contra regras para conter Covid-19,nenhum texto em itálico encontrado
É #FAKE mensagem que fala sobre convite da Sociedade Brasileira de Infectologia para treinamento sobre vacina na Suíça,nenhum texto em itálico encontrado
É #FAKE que imagens mostrem drone sobrevoando porto de Beirute e atirando objeto momentos antes de explosão,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que imagens mostrem Renata Vasconcellos comemorando aniversário e abraçando colegas na redação em meio à pandemia,nenhum texto em itálico encontrado
É #FAKE que fotos de multidões na Alemanha mostrem protesto contra restrições impostas pela Covid-19,nenhum texto em itálico encontrado
É #FAKE que estudo da Coreia do Sul prove que quarentena é inútil para a população se proteger da Covid-19,nenhum texto em itálico encontrado
É #FAKE que foto mostre multidão em protesto contra isolamento em Berlim,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre prefeito de BH sendo cobrado por isolamento em restaurante de Nova Lima em meio à pandemia,nenhum texto em itálico encontrado
"É #FAKE mosaico de fotos que mostram Bin Laden com Obama, Hillary Clinton e Condoleezza Rice",nenhum texto em itálico encontrado
É #FAKE que dióxido de cloro previne e cura a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Felipe Neto atue para criar conceito de 'idade fluída' com aval do STF e justificar pedofilia,nenhum texto em itálico encontrado
É #FAKE que OMS desmentiu recomendações anteriores sobre retomada da economia em países afetados pela pandemia da Covid-19,nenhum texto em itálico encontrado
"É #FAKE que nova moeda, chamada DIM, está programada para entrar em vigor em 2020 no Brasil",nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que OMS removeu maconha da categoria de drogas ilícitas,nenhum texto em itálico encontrado
É #FAKE tuíte que atribui ao general Heleno frase sobre ex-ministros do governo Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre projeto de ponte sobre o Rio Xingu,nenhum texto em itálico encontrado
É #FAKE que vacinas contra o novo coronavírus possam gerar seres geneticamente modificados,nenhum texto em itálico encontrado
É #FAKE que imagem prove que primeira voluntária não recebeu vacina contra a Covid-19 em SP,nenhum texto em itálico encontrado
É #FAKE que foto mostre jovem com rosto inchado após tomar vacina chinesa contra a Covid-19,nenhum texto em itálico encontrado
É #FAKE que Felipe Neto fez post pedófilo no Twitter associando crianças a doces,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vacina chinesa em testes no Brasil use células de fetos abortados,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre execução de repórter no Pará após reportagem com denúncia de superfaturamento,nenhum texto em itálico encontrado
É #FAKE que Ziraldo fez defesa da cloroquina e criticou quem faz campanha contra o remédio,nenhum texto em itálico encontrado
